country_code,wikipedia_pageviews,date
SE,501173,2023-08-25
SK,37833,2023-08-25
AT,293523,2023-08-26
BE,309690,2023-08-26
CH,243994,2023-08-26
DE,8129859,2023-08-26
DK,184366,2023-08-26
EE,36410,2023-08-26
ES,2973415,2023-08-26
FI,435302,2023-08-26
HU,278361,2023-08-26
IE,314372,2023-08-26
IT,5686464,2023-08-26
LT,37608,2023-08-26
LV,14191,2023-08-26
NO,171928,2023-08-26
PL,1740974,2023-08-26
PT,151134,2023-08-26
RO,213743,2023-08-26
SE,616172,2023-08-26
SK,38358,2023-08-26
AT,420899,2023-08-27
BE,356936,2023-08-27
CH,301590,2023-08-27
DE,8886574,2023-08-27
DK,165128,2023-08-27
EE,25648,2023-08-27
ES,2644769,2023-08-27
FI,426749,2023-08-27
HU,300264,2023-08-27
IE,323649,2023-08-27
IT,6596686,2023-08-27
LT,48241,2023-08-27
LV,20092,2023-08-27
NO,165957,2023-08-27
PL,2078147,2023-08-27
PT,153366,2023-08-27
RO,232634,2023-08-27
SE,498375,2023-08-27
SK,45983,2023-08-27
AT,310743,2023-08-28
BE,292377,2023-08-28
CH,219211,2023-08-28
DE,7452657,2023-08-28
DK,153391,2023-08-28
EE,19685,2023-08-28
ES,2218220,2023-08-28
FI,278072,2023-08-28
HU,213000,2023-08-28
IE,242157,2023-08-28
IT,5959806,2023-08-28
LT,36548,2023-08-28
LV,16308,2023-08-28
NO,119885,2023-08-28
PL,1738316,2023-08-28
PT,132025,2023-08-28
RO,179683,2023-08-28
SE,417211,2023-08-28
SK,45554,2023-08-28
AT,288161,2023-08-29
BE,264330,2023-08-29
CH,179640,2023-08-29
DE,7120921,2023-08-29
DK,110989,2023-08-29
EE,19711,2023-08-29
ES,2082306,2023-08-29
FI,228178,2023-08-29
HU,203385,2023-08-29
IE,215932,2023-08-29
IT,6168328,2023-08-29
LT,44574,2023-08-29
LV,16557,2023-08-29
NO,104546,2023-08-29
PL,1559198,2023-08-29
PT,128311,2023-08-29
RO,175296,2023-08-29
SE,348418,2023-08-29
SK,68526,2023-08-29
AT,257261,2023-08-30
BE,376811,2023-08-30
CH,187735,2023-08-30
DE,7659753,2023-08-30
DK,124147,2023-08-30
EE,24906,2023-08-30
ES,2073029,2023-08-30
FI,273112,2023-08-30
HU,201222,2023-08-30
IE,225913,2023-08-30
IT,5730638,2023-08-30
LT,36838,2023-08-30
LV,13621,2023-08-30
NO,107902,2023-08-30
PL,1615971,2023-08-30
PT,141666,2023-08-30
RO,184772,2023-08-30
SE,393778,2023-08-30
SK,65465,2023-08-30
AT,237632,2023-08-31
BE,328293,2023-08-31
CH,177679,2023-08-31
DE,6733110,2023-08-31
DK,116992,2023-08-31
EE,17622,2023-08-31
ES,1959359,2023-08-31
FI,279040,2023-08-31
HU,197590,2023-08-31
IE,219211,2023-08-31
IT,5410261,2023-08-31
LT,24478,2023-08-31
LV,9795,2023-08-31
NO,120509,2023-08-31
PL,2119625,2023-08-31
PT,136973,2023-08-31
RO,178156,2023-08-31
SE,383451,2023-08-31
SK,49667,2023-08-31
AT,231956,2023-09-01
BE,318595,2023-09-01
CH,172837,2023-09-01
DE,6882021,2023-09-01
DK,121428,2023-09-01
EE,18280,2023-09-01
ES,1944658,2023-09-01
FI,289795,2023-09-01
HU,173389,2023-09-01
IE,255941,2023-09-01
IT,5592481,2023-09-01
LT,48582,2023-09-01
LV,19810,2023-09-01
NO,135975,2023-09-01
PL,1687754,2023-09-01
PT,147543,2023-09-01
RO,164812,2023-09-01
SE,487519,2023-09-01
SK,47904,2023-09-01
AT,227171,2023-09-02
BE,287275,2023-09-02
CH,167257,2023-09-02
DE,6314376,2023-09-02
DK,109322,2023-09-02
EE,28991,2023-09-02
ES,2305703,2023-09-02
FI,419484,2023-09-02
HU,225605,2023-09-02
IE,318155,2023-09-02
IT,5468643,2023-09-02
LT,29854,2023-09-02
LV,11833,2023-09-02
NO,164762,2023-09-02
PL,1462047,2023-09-02
PT,164980,2023-09-02
RO,175974,2023-09-02
SE,588938,2023-09-02
SK,42387,2023-09-02
AT,347794,2023-09-03
BE,299233,2023-09-03
CH,213778,2023-09-03
DE,7864904,2023-09-03
DK,161204,2023-09-03
EE,31587,2023-09-03
ES,2634158,2023-09-03
FI,331961,2023-09-03
HU,274000,2023-09-03
IE,295393,2023-09-03
IT,6267627,2023-09-03
LT,94925,2023-09-03
LV,32972,2023-09-03
NO,144354,2023-09-03
PL,1894967,2023-09-03
PT,168295,2023-09-03
RO,208333,2023-09-03
SE,559869,2023-09-03
SK,53827,2023-09-03
AT,239932,2023-09-04
BE,277154,2023-09-04
CH,192429,2023-09-04
DE,6723716,2023-09-04
DK,120323,2023-09-04
EE,22706,2023-09-04
ES,1911443,2023-09-04
FI,258172,2023-09-04
HU,214691,2023-09-04
IE,236118,2023-09-04
IT,5260163,2023-09-04
LT,53448,2023-09-04
LV,16468,2023-09-04
NO,111489,2023-09-04
PL,1385176,2023-09-04
PT,131877,2023-09-04
RO,180481,2023-09-04
SE,427859,2023-09-04
SK,36549,2023-09-04
AT,267653,2023-09-05
BE,255343,2023-09-05
CH,174720,2023-09-05
DE,6684596,2023-09-05
DK,108107,2023-09-05
EE,21939,2023-09-05
ES,2130297,2023-09-05
FI,273397,2023-09-05
HU,226846,2023-09-05
IE,234028,2023-09-05
IT,5342634,2023-09-05
LT,63955,2023-09-05
LV,17222,2023-09-05
NO,107063,2023-09-05
PL,1314658,2023-09-05
PT,134005,2023-09-05
RO,170283,2023-09-05
SE,382421,2023-09-05
SK,34146,2023-09-05
AT,261003,2023-09-06
BE,242022,2023-09-06
CH,159750,2023-09-06
DE,6577386,2023-09-06
DK,102965,2023-09-06
EE,25817,2023-09-06
ES,1843251,2023-09-06
FI,253146,2023-09-06
HU,217570,2023-09-06
IE,208449,2023-09-06
IT,4975025,2023-09-06
LT,48257,2023-09-06
LV,22104,2023-09-06
NO,108892,2023-09-06
PL,1380152,2023-09-06
PT,129178,2023-09-06
RO,166411,2023-09-06
SE,350356,2023-09-06
SK,33065,2023-09-06
AT,221971,2023-09-07
BE,229303,2023-09-07
CH,191263,2023-09-07
DE,6640137,2023-09-07
DK,197599,2023-09-07
EE,19357,2023-09-07
ES,2178232,2023-09-07
FI,281837,2023-09-07
HU,220586,2023-09-07
IE,254425,2023-09-07
IT,5114277,2023-09-07
LT,49433,2023-09-07
LV,21680,2023-09-07
NO,182377,2023-09-07
PL,1816253,2023-09-07
PT,127405,2023-09-07
RO,172560,2023-09-07
SE,392561,2023-09-07
SK,36538,2023-09-07
AT,221433,2023-09-08
BE,276747,2023-09-08
CH,218566,2023-09-08
DE,6899982,2023-09-08
DK,126097,2023-09-08
EE,20770,2023-09-08
ES,2233592,2023-09-08
FI,329650,2023-09-08
HU,208778,2023-09-08
IE,304320,2023-09-08
IT,4954231,2023-09-08
LT,42324,2023-09-08
LV,14231,2023-09-08
NO,172879,2023-09-08
PL,2284373,2023-09-08
PT,157850,2023-09-08
RO,198205,2023-09-08
SE,470791,2023-09-08
SK,67873,2023-09-08
AT,221048,2023-09-09
BE,311783,2023-09-09
CH,222655,2023-09-09
DE,6545031,2023-09-09
DK,122741,2023-09-09
EE,25760,2023-09-09
ES,2221656,2023-09-09
FI,369407,2023-09-09
HU,230989,2023-09-09
IE,363324,2023-09-09
IT,5483706,2023-09-09
LT,37621,2023-09-09
LV,21252,2023-09-09
NO,191820,2023-09-09
PL,1518317,2023-09-09
PT,202520,2023-09-09
RO,222165,2023-09-09
SE,587840,2023-09-09
SK,39501,2023-09-09
AT,324541,2023-09-10
BE,311234,2023-09-10
CH,257231,2023-09-10
DE,8968567,2023-09-10
DK,178155,2023-09-10
EE,37149,2023-09-10
ES,2572599,2023-09-10
FI,407312,2023-09-10
HU,308893,2023-09-10
IE,396214,2023-09-10
IT,5853707,2023-09-10
LT,78737,2023-09-10
LV,23189,2023-09-10
NO,161236,2023-09-10
PL,2880522,2023-09-10
PT,215341,2023-09-10
RO,224325,2023-09-10
SE,542938,2023-09-10
SK,47724,2023-09-10
AT,275083,2023-09-11
BE,319831,2023-09-11
CH,257859,2023-09-11
DE,7831518,2023-09-11
DK,129959,2023-09-11
EE,25687,2023-09-11
ES,2202961,2023-09-11
FI,295404,2023-09-11
HU,246005,2023-09-11
IE,279346,2023-09-11
IT,5004945,2023-09-11
LT,52389,2023-09-11
LV,23910,2023-09-11
NO,200840,2023-09-11
PL,2175832,2023-09-11
PT,232668,2023-09-11
RO,185615,2023-09-11
SE,507155,2023-09-11
SK,60779,2023-09-11
AT,251143,2023-09-12
BE,336490,2023-09-12
CH,209376,2023-09-12
DE,8012076,2023-09-12
DK,109638,2023-09-12
EE,19283,2023-09-12
ES,1973453,2023-09-12
FI,250160,2023-09-12
HU,221844,2023-09-12
IE,231056,2023-09-12
IT,4778859,2023-09-12
LT,41927,2023-09-12
LV,16665,2023-09-12
NO,192572,2023-09-12
PL,1926153,2023-09-12
PT,139573,2023-09-12
RO,266281,2023-09-12
SE,504786,2023-09-12
SK,39512,2023-09-12
AT,232330,2023-09-13
BE,270813,2023-09-13
CH,170597,2023-09-13
DE,7010045,2023-09-13
DK,112782,2023-09-13
EE,22825,2023-09-13
ES,1871495,2023-09-13
FI,256557,2023-09-13
HU,196306,2023-09-13
IE,215750,2023-09-13
IT,4621093,2023-09-13
LT,40828,2023-09-13
LV,20575,2023-09-13
NO,112042,2023-09-13
PL,1733635,2023-09-13
PT,139004,2023-09-13
RO,257400,2023-09-13
SE,404114,2023-09-13
SK,39769,2023-09-13
AT,239471,2023-09-14
BE,243599,2023-09-14
CH,160228,2023-09-14
CZ,94,2023-09-14
DE,6864690,2023-09-14
DK,102738,2023-09-14
EE,19307,2023-09-14
ES,1878465,2023-09-14
FI,255545,2023-09-14
HU,198336,2023-09-14
IE,211291,2023-09-14
IT,4613307,2023-09-14
LT,35469,2023-09-14
LV,13327,2023-09-14
NO,113016,2023-09-14
PL,2033956,2023-09-14
PT,133968,2023-09-14
RO,229873,2023-09-14
SE,375997,2023-09-14
SK,39120,2023-09-14
AT,213902,2023-09-15
BE,232354,2023-09-15
CH,154886,2023-09-15
DE,7021408,2023-09-15
DK,127571,2023-09-15
EE,18262,2023-09-15
ES,1974622,2023-09-15
FI,316430,2023-09-15
HU,163860,2023-09-15
IE,333368,2023-09-15
IT,4411435,2023-09-15
LT,23645,2023-09-15
LV,15044,2023-09-15
NO,164035,2023-09-15
PL,1955051,2023-09-15
PT,113985,2023-09-15
RO,189790,2023-09-15
SE,520895,2023-09-15
SK,46562,2023-09-15
AT,226332,2023-09-16
BE,247727,2023-09-16
CH,153446,2023-09-16
DE,6892534,2023-09-16
DK,115022,2023-09-16
EE,24538,2023-09-16
ES,2131763,2023-09-16
FI,366935,2023-09-16
HU,219741,2023-09-16
IE,433001,2023-09-16
IT,4856300,2023-09-16
LT,21215,2023-09-16
LV,12259,2023-09-16
NO,158107,2023-09-16
PL,2030557,2023-09-16
PT,137742,2023-09-16
RO,180278,2023-09-16
SE,579905,2023-09-16
SK,39009,2023-09-16
AT,284560,2023-09-17
BE,289655,2023-09-17
CH,208180,2023-09-17
DE,7755140,2023-09-17
DK,130343,2023-09-17
EE,28681,2023-09-17
ES,2921905,2023-09-17
FI,350713,2023-09-17
HU,324818,2023-09-17
IE,382272,2023-09-17
IT,5412786,2023-09-17
LT,31636,2023-09-17
LV,12550,2023-09-17
NO,132191,2023-09-17
PL,3160712,2023-09-17
PT,151946,2023-09-17
RO,239069,2023-09-17
SE,599952,2023-09-17
SK,50903,2023-09-17
AT,254216,2023-09-18
BE,264175,2023-09-18
CH,192471,2023-09-18
DE,7578487,2023-09-18
DK,115538,2023-09-18
EE,20836,2023-09-18
ES,2148581,2023-09-18
FI,244279,2023-09-18
HU,236663,2023-09-18
IE,228854,2023-09-18
IT,4589511,2023-09-18
LT,39858,2023-09-18
LV,15885,2023-09-18
NO,147960,2023-09-18
PL,2243903,2023-09-18
PT,121596,2023-09-18
RO,238129,2023-09-18
SE,443148,2023-09-18
SK,43450,2023-09-18
AT,273859,2023-09-19
BE,333596,2023-09-19
CH,161118,2023-09-19
DE,7159237,2023-09-19
DK,115161,2023-09-19
EE,26520,2023-09-19
ES,2102315,2023-09-19
FI,257394,2023-09-19
HU,247490,2023-09-19
IE,245016,2023-09-19
IT,4510783,2023-09-19
LT,50515,2023-09-19
LV,18194,2023-09-19
NO,156248,2023-09-19
PL,3621946,2023-09-19
PT,127384,2023-09-19
RO,249635,2023-09-19
SE,444322,2023-09-19
SK,58267,2023-09-19
AT,279950,2023-09-20
BE,290379,2023-09-20
CH,160669,2023-09-20
CZ,97,2023-09-20
DE,7013414,2023-09-20
DK,125812,2023-09-20
EE,28263,2023-09-20
ES,2278744,2023-09-20
FI,252614,2023-09-20
HU,216920,2023-09-20
IE,220397,2023-09-20
IT,4667378,2023-09-20
LT,50188,2023-09-20
LV,24458,2023-09-20
NO,127586,2023-09-20
PL,2807775,2023-09-20
PT,128514,2023-09-20
RO,244421,2023-09-20
SE,382704,2023-09-20
SK,52147,2023-09-20
AT,240566,2023-09-21
BE,258698,2023-09-21
CH,152916,2023-09-21
DE,6803523,2023-09-21
DK,101863,2023-09-21
EE,21092,2023-09-21
ES,2329003,2023-09-21
FI,252245,2023-09-21
HU,200533,2023-09-21
IE,230098,2023-09-21
IT,4459341,2023-09-21
LT,37371,2023-09-21
LV,14744,2023-09-21
NO,112193,2023-09-21
PL,2400897,2023-09-21
PT,133315,2023-09-21
RO,243779,2023-09-21
SE,367555,2023-09-21
SK,50987,2023-09-21
AT,254485,2023-09-22
BE,238394,2023-09-22
CH,174786,2023-09-22
DE,7198044,2023-09-22
DK,168081,2023-09-22
EE,24827,2023-09-22
ES,1920735,2023-09-22
FI,318214,2023-09-22
HU,174410,2023-09-22
IE,250127,2023-09-22
IT,4580627,2023-09-22
LT,37920,2023-09-22
LV,15280,2023-09-22
NO,127054,2023-09-22
PL,2278061,2023-09-22
PT,111177,2023-09-22
RO,211112,2023-09-22
SE,428210,2023-09-22
SK,41581,2023-09-22
AT,316503,2023-09-23
BE,245088,2023-09-23
CH,174734,2023-09-23
DE,9814555,2023-09-23
DK,126820,2023-09-23
EE,40777,2023-09-23
ES,2020354,2023-09-23
FI,458364,2023-09-23
HU,285174,2023-09-23
IE,393980,2023-09-23
IT,5039387,2023-09-23
LT,48313,2023-09-23
LV,18242,2023-09-23
NO,140039,2023-09-23
PL,1770535,2023-09-23
PT,130029,2023-09-23
RO,215920,2023-09-23
SE,502382,2023-09-23
SK,53150,2023-09-23
AT,329700,2023-09-24
BE,277331,2023-09-24
CH,181518,2023-09-24
DE,7391556,2023-09-24
DK,115822,2023-09-24
EE,32040,2023-09-24
ES,2285161,2023-09-24
FI,333795,2023-09-24
HU,338950,2023-09-24
IE,412569,2023-09-24
IT,5397525,2023-09-24
LT,43530,2023-09-24
LV,15212,2023-09-24
NO,118447,2023-09-24
PL,3095534,2023-09-24
PT,149298,2023-09-24
RO,263381,2023-09-24
SE,479587,2023-09-24
SK,68214,2023-09-24
AT,305731,2023-09-25
BE,253813,2023-09-25
CH,209695,2023-09-25
DE,7144890,2023-09-25
DK,105399,2023-09-25
EE,29999,2023-09-25
ES,2038537,2023-09-25
FI,260949,2023-09-25
HU,226479,2023-09-25
IE,251612,2023-09-25
IT,4514168,2023-09-25
LT,58739,2023-09-25
LV,24388,2023-09-25
NO,105822,2023-09-25
PL,3207921,2023-09-25
PT,131046,2023-09-25
RO,278607,2023-09-25
SE,390863,2023-09-25
SK,60073,2023-09-25
AT,249088,2023-09-26
BE,258368,2023-09-26
CH,150788,2023-09-26
DE,6709006,2023-09-26
DK,93236,2023-09-26
EE,21668,2023-09-26
ES,2087291,2023-09-26
FI,229371,2023-09-26
HU,215335,2023-09-26
IE,237568,2023-09-26
IT,4432143,2023-09-26
LT,42957,2023-09-26
LV,14192,2023-09-26
NO,92853,2023-09-26
PL,2056072,2023-09-26
PT,116560,2023-09-26
RO,260175,2023-09-26
SE,339255,2023-09-26
SK,59091,2023-09-26
AT,218324,2023-09-27
BE,250206,2023-09-27
CH,127133,2023-09-27
CZ,90,2023-09-27
DE,6225696,2023-09-27
DK,92477,2023-09-27
EE,21354,2023-09-27
ES,1959596,2023-09-27
FI,220462,2023-09-27
HU,195644,2023-09-27
IE,233682,2023-09-27
IT,4122054,2023-09-27
LT,36888,2023-09-27
LV,15254,2023-09-27
NO,98092,2023-09-27
PL,1563807,2023-09-27
PT,113060,2023-09-27
RO,232646,2023-09-27
SE,335198,2023-09-27
SK,63196,2023-09-27
AT,235397,2023-09-28
BE,257215,2023-09-28
CH,151898,2023-09-28
DE,6543284,2023-09-28
DK,99300,2023-09-28
EE,22682,2023-09-28
ES,2078432,2023-09-28
FI,253865,2023-09-28
HU,200437,2023-09-28
IE,268630,2023-09-28
IT,4210617,2023-09-28
LT,35712,2023-09-28
LV,15192,2023-09-28
NO,111934,2023-09-28
PL,1498562,2023-09-28
PT,124229,2023-09-28
RO,252610,2023-09-28
SE,374727,2023-09-28
SK,67428,2023-09-28
AT,238271,2023-09-29
BE,256745,2023-09-29
CH,175880,2023-09-29
DE,6800342,2023-09-29
DK,148881,2023-09-29
EE,20293,2023-09-29
ES,1929294,2023-09-29
FI,296462,2023-09-29
HU,197834,2023-09-29
IE,293893,2023-09-29
IT,4017967,2023-09-29
LT,28332,2023-09-29
LV,10330,2023-09-29
NO,132064,2023-09-29
PL,2175376,2023-09-29
PT,108515,2023-09-29
RO,202648,2023-09-29
SE,441665,2023-09-29
SK,70062,2023-09-29
AT,303802,2023-09-30
BE,255901,2023-09-30
CH,164680,2023-09-30
DE,6588631,2023-09-30
DK,110691,2023-09-30
EE,20893,2023-09-30
ES,1954661,2023-09-30
FI,336901,2023-09-30
HU,221300,2023-09-30
IE,352268,2023-09-30
IT,4224406,2023-09-30
LT,20758,2023-09-30
LV,7401,2023-09-30
NO,127664,2023-09-30
PL,3693713,2023-09-30
PT,116672,2023-09-30
RO,188577,2023-09-30
SE,467902,2023-09-30
SK,146046,2023-09-30
AT,315668,2023-10-01
BE,253848,2023-10-01
CH,193569,2023-10-01
DE,8095122,2023-10-01
DK,133600,2023-10-01
EE,24362,2023-10-01
ES,2317199,2023-10-01
FI,315086,2023-10-01
HU,279335,2023-10-01
IE,303087,2023-10-01
IT,5097746,2023-10-01
LT,28350,2023-10-01
LV,8745,2023-10-01
NO,102406,2023-10-01
PL,2199833,2023-10-01
PT,202998,2023-10-01
RO,242262,2023-10-01
SE,500457,2023-10-01
SK,172816,2023-10-01
AT,281153,2023-10-02
BE,239288,2023-10-02
CH,169980,2023-10-02
DE,7218688,2023-10-02
DK,99355,2023-10-02
EE,16274,2023-10-02
ES,2004210,2023-10-02
FI,222185,2023-10-02
HU,267480,2023-10-02
IE,213684,2023-10-02
IT,4183931,2023-10-02
LT,34393,2023-10-02
LV,12828,2023-10-02
NO,77438,2023-10-02
PL,2450496,2023-10-02
PT,154819,2023-10-02
RO,270662,2023-10-02
SE,379559,2023-10-02
SK,90264,2023-10-02
AT,309375,2023-10-03
BE,268884,2023-10-03
CH,164524,2023-10-03
DE,9146784,2023-10-03
DK,110437,2023-10-03
EE,16255,2023-10-03
ES,1998155,2023-10-03
FI,208783,2023-10-03
HU,301607,2023-10-03
IE,215463,2023-10-03
IT,4194112,2023-10-03
LT,37517,2023-10-03
LV,13391,2023-10-03
NO,102899,2023-10-03
PL,2350784,2023-10-03
PT,134383,2023-10-03
RO,249351,2023-10-03
SE,381027,2023-10-03
SK,63598,2023-10-03
AT,241993,2023-10-04
BE,269711,2023-10-04
CH,171188,2023-10-04
DE,6837324,2023-10-04
DK,105168,2023-10-04
EE,19559,2023-10-04
ES,2023220,2023-10-04
FI,227814,2023-10-04
HU,249017,2023-10-04
IE,232560,2023-10-04
IT,4457500,2023-10-04
LT,36531,2023-10-04
LV,12637,2023-10-04
NO,104102,2023-10-04
PL,1803306,2023-10-04
PT,156773,2023-10-04
RO,207417,2023-10-04
SE,365999,2023-10-04
SK,57690,2023-10-04
AT,243902,2023-10-05
BE,263263,2023-10-05
CH,142828,2023-10-05
CZ,90,2023-10-05
DE,6677879,2023-10-05
DK,96296,2023-10-05
EE,17355,2023-10-05
ES,2100817,2023-10-05
FI,219653,2023-10-05
HU,218761,2023-10-05
IE,237130,2023-10-05
IT,4117181,2023-10-05
LT,34206,2023-10-05
LV,12518,2023-10-05
NO,160778,2023-10-05
PL,2282027,2023-10-05
PT,220641,2023-10-05
RO,207701,2023-10-05
SE,416053,2023-10-05
SK,50026,2023-10-05
AT,265303,2023-10-06
BE,230623,2023-10-06
CH,157986,2023-10-06
DE,6650126,2023-10-06
DK,147059,2023-10-06
EE,14568,2023-10-06
ES,1887568,2023-10-06
FI,260095,2023-10-06
HU,219955,2023-10-06
IE,268794,2023-10-06
IT,3891130,2023-10-06
LT,26310,2023-10-06
LV,6786,2023-10-06
NO,157428,2023-10-06
PL,2636278,2023-10-06
PT,173954,2023-10-06
RO,201759,2023-10-06
SE,437262,2023-10-06
SK,39788,2023-10-06
AT,375920,2023-10-07
BE,327426,2023-10-07
CH,247408,2023-10-07
DE,7878626,2023-10-07
DK,163076,2023-10-07
EE,55194,2023-10-07
ES,2375762,2023-10-07
FI,470009,2023-10-07
HU,286893,2023-10-07
IE,386498,2023-10-07
IT,4601394,2023-10-07
LT,94602,2023-10-07
LV,37685,2023-10-07
NO,213181,2023-10-07
PL,3026955,2023-10-07
PT,326114,2023-10-07
RO,334457,2023-10-07
SE,570601,2023-10-07
SK,94674,2023-10-07
AT,576438,2023-10-08
BE,452252,2023-10-08
CH,358957,2023-10-08
DE,9758521,2023-10-08
DK,207452,2023-10-08
EE,60019,2023-10-08
ES,3085327,2023-10-08
FI,476179,2023-10-08
HU,478143,2023-10-08
IE,385976,2023-10-08
IT,5759209,2023-10-08
LT,114966,2023-10-08
LV,50581,2023-10-08
NO,254258,2023-10-08
PL,2834207,2023-10-08
PT,368598,2023-10-08
RO,557951,2023-10-08
SE,660912,2023-10-08
SK,139087,2023-10-08
AT,584339,2023-10-09
BE,471029,2023-10-09
CH,396260,2023-10-09
DE,9258464,2023-10-09
DK,216783,2023-10-09
EE,56740,2023-10-09
ES,2952218,2023-10-09
FI,416934,2023-10-09
HU,444166,2023-10-09
IE,343722,2023-10-09
IT,5553505,2023-10-09
LT,139733,2023-10-09
LV,54324,2023-10-09
NO,219733,2023-10-09
PL,3188486,2023-10-09
PT,345154,2023-10-09
RO,546029,2023-10-09
SE,637180,2023-10-09
SK,183421,2023-10-09
AT,428724,2023-10-10
BE,402255,2023-10-10
CH,321579,2023-10-10
DE,8009784,2023-10-10
DK,208467,2023-10-10
EE,38009,2023-10-10
ES,2762367,2023-10-10
FI,370704,2023-10-10
HU,378422,2023-10-10
IE,304706,2023-10-10
IT,5332036,2023-10-10
LT,100144,2023-10-10
LV,36627,2023-10-10
NO,177099,2023-10-10
PL,3605842,2023-10-10
PT,285609,2023-10-10
RO,465340,2023-10-10
SE,572539,2023-10-10
SK,124339,2023-10-10
AT,378865,2023-10-11
BE,374361,2023-10-11
CH,279422,2023-10-11
DE,7668095,2023-10-11
DK,176402,2023-10-11
EE,34943,2023-10-11
ES,2459110,2023-10-11
FI,317692,2023-10-11
HU,354868,2023-10-11
IE,303608,2023-10-11
IT,4990197,2023-10-11
LT,90695,2023-10-11
LV,29365,2023-10-11
NO,157310,2023-10-11
PL,2740065,2023-10-11
PT,281960,2023-10-11
RO,426372,2023-10-11
SE,518025,2023-10-11
SK,101115,2023-10-11
AT,363532,2023-10-12
BE,362633,2023-10-12
CH,251863,2023-10-12
DE,7945568,2023-10-12
DK,149265,2023-10-12
EE,27802,2023-10-12
ES,2803115,2023-10-12
FI,295386,2023-10-12
HU,309851,2023-10-12
IE,288036,2023-10-12
IT,4888207,2023-10-12
LT,74078,2023-10-12
LV,22159,2023-10-12
NO,182195,2023-10-12
PL,2250737,2023-10-12
PT,251573,2023-10-12
RO,415802,2023-10-12
SE,477924,2023-10-12
SK,79733,2023-10-12
AT,364570,2023-10-13
BE,431915,2023-10-13
CH,254729,2023-10-13
DE,7928216,2023-10-13
DK,174735,2023-10-13
EE,26820,2023-10-13
ES,2534177,2023-10-13
FI,307948,2023-10-13
HU,311312,2023-10-13
IE,336208,2023-10-13
IT,4650301,2023-10-13
LT,61361,2023-10-13
LV,16329,2023-10-13
NO,214182,2023-10-13
PL,1885657,2023-10-13
PT,273580,2023-10-13
RO,386174,2023-10-13
SE,589508,2023-10-13
SK,70728,2023-10-13
AT,368206,2023-10-14
BE,369204,2023-10-14
CH,275051,2023-10-14
DE,8458616,2023-10-14
DK,200949,2023-10-14
EE,31544,2023-10-14
ES,2660791,2023-10-14
FI,398603,2023-10-14
HU,376506,2023-10-14
IE,416459,2023-10-14
IT,4813393,2023-10-14
LT,51220,2023-10-14
LV,15183,2023-10-14
NO,205289,2023-10-14
PL,2683754,2023-10-14
PT,261462,2023-10-14
RO,367425,2023-10-14
SE,651747,2023-10-14
SK,68635,2023-10-14
AT,485537,2023-10-15
BE,391528,2023-10-15
CH,326526,2023-10-15
DE,9750169,2023-10-15
DK,260464,2023-10-15
EE,31422,2023-10-15
ES,3060064,2023-10-15
FI,378278,2023-10-15
HU,465632,2023-10-15
IE,416411,2023-10-15
IT,5733329,2023-10-15
LT,53601,2023-10-15
LV,15476,2023-10-15
NO,212067,2023-10-15
PL,2984060,2023-10-15
PT,299724,2023-10-15
RO,477681,2023-10-15
SE,597529,2023-10-15
SK,89460,2023-10-15
AT,461991,2023-10-16
BE,434126,2023-10-16
CH,329033,2023-10-16
CZ,182,2023-10-16
DE,8822294,2023-10-16
DK,228540,2023-10-16
EE,29745,2023-10-16
ES,2571597,2023-10-16
FI,490553,2023-10-16
HU,366858,2023-10-16
IE,542705,2023-10-16
IT,5102073,2023-10-16
LT,77407,2023-10-16
LV,20592,2023-10-16
NO,184177,2023-10-16
PL,2970538,2023-10-16
PT,243329,2023-10-16
RO,492075,2023-10-16
SE,519440,2023-10-16
SK,126041,2023-10-16
AT,305514,2023-10-17
BE,328892,2023-10-17
CH,204006,2023-10-17
DE,7176155,2023-10-17
DK,221628,2023-10-17
EE,22122,2023-10-17
ES,2449005,2023-10-17
FI,249717,2023-10-17
HU,300754,2023-10-17
IE,274596,2023-10-17
IT,4828884,2023-10-17
LT,58741,2023-10-17
LV,16556,2023-10-17
NO,120219,2023-10-17
PL,2845300,2023-10-17
PT,207097,2023-10-17
RO,417434,2023-10-17
SE,434516,2023-10-17
SK,76704,2023-10-17
AT,283428,2023-10-18
BE,335357,2023-10-18
CH,206221,2023-10-18
DE,7293256,2023-10-18
DK,139378,2023-10-18
EE,27019,2023-10-18
ES,2403293,2023-10-18
FI,225179,2023-10-18
HU,298248,2023-10-18
IE,267593,2023-10-18
IT,4966941,2023-10-18
LT,62196,2023-10-18
LV,20235,2023-10-18
NO,110735,2023-10-18
PL,2521356,2023-10-18
PT,185438,2023-10-18
RO,406157,2023-10-18
SE,411906,2023-10-18
SK,92695,2023-10-18
AT,285706,2023-10-19
BE,315961,2023-10-19
CH,197432,2023-10-19
DE,7605661,2023-10-19
DK,130976,2023-10-19
EE,22163,2023-10-19
ES,2434506,2023-10-19
FI,227158,2023-10-19
HU,280767,2023-10-19
IE,228973,2023-10-19
IT,4527717,2023-10-19
LT,59603,2023-10-19
LV,14303,2023-10-19
NO,119731,2023-10-19
PL,2505936,2023-10-19
PT,185038,2023-10-19
RO,379899,2023-10-19
SE,509541,2023-10-19
SK,76298,2023-10-19
AT,337639,2023-10-20
BE,326452,2023-10-20
CH,230410,2023-10-20
DE,7857395,2023-10-20
DK,161851,2023-10-20
EE,22059,2023-10-20
